AREA,Area,MAINTRAVELWORK,Main means of travel to work,AGE,Age group,SEX,Sex,YEAR,Year,Value,Flags
163200,Papakura Central,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,2853,
163300,Papakura North East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,201,
163400,Karaka Lakes,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,222,
163500,Papakura Kelvin,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,243,
163600,Papakura Massey Park,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,258,
163700,Rosehill,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,570,
163800,Patumahoe,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,498,
163900,Papakura East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,147,
164000,Opaheke,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,249,
164100,Papakura Industrial,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1830,
164200,Red Hill,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,180,
164300,Drury,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1719,
164400,Tamakae,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,291,
164500,Hamilton Estate,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,432,
164600,Drury Rural,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,693,
164700,Waiuku Central,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,969,
164800,Waiuku East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,174,
164900,Kendallvale,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,141,
165000,Puni,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,930,
165100,Ramarama,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,738,
165200,Hunua,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,282,
165300,Pukekohe North West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1179,
165400,Anselmi Ridge,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,441,
165500,Pukekohe West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,375,
165600,Cape Hill,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,108,
165700,Rosa Birch Park,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,357,
165800,Rooseville Park,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,363,
165900,Cloverlea (Auckland),9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,321,
166000,Pukekohe Central,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,4767,
166100,Pukekohe Hospital,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,210,
166200,Buckland,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,432,
166300,Bombay Hills,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,651,
166400,Ararimu,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,408,
166500,Colville,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,432,
166600,Islands Thames-Coromandel District,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,9,
166700,Coromandel,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,648,
166800,Inlets Thames-Coromandel District,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,0,
166900,Mercury Bay North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,384,
167000,Whitianga North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,336,
167100,Whitianga South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1779,
167200,Thames Coast,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,210,
167300,Cooks Beach-Ferry Landing,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,102,
167400,Mercury Bay South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,540,
167500,Kauaeranga,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,126,
167600,Thames North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,417,
167700,Thames Central,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1719,
167800,Thames South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,321,
167900,Hikuai,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,102,
168000,Totora-Kopu,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,504,
168100,Tairua,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,414,
168200,Pauanui,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,270,
168300,Matatoki-Puriri,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,306,
168400,Whangamata Rural,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,108,
168500,Whangamata,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1263,
168600,Miranda-Pukorokoro,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,174,
168700,Hauraki Plains North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,399,
168800,Hauraki Plains East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,300,
168900,Ngatea,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,387,
169000,Hauraki Plains South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,486,
169100,Paeroa Rural,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,498,
169200,Paeroa,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1326,
169300,Waihi Rural,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,687,
169400,Waihi North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,519,
169500,Waihi East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,123,
169600,Waihi South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,849,
169700,Aka Aka,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,654,
169800,Mangatangi,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,363,
169900,Tuakau Rural,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,552,
170000,Tuakau North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,531,
170100,Onewhero,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,291,
170200,Pokeno Rural,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,453,
170300,Tuakau South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,180,
170400,Port Waikato-Waikaretu,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,129,
170500,Pokeno,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,402,
170600,Pukekawa,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,282,
170700,Maramarua,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,315,
170800,Rangiriri,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,636,
170900,Te Akau,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,555,
171000,Inlets Waikato District,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,0,
171100,Te Kauwhata,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,378,
171200,Huntly Rural,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,768,
171300,Waerenga,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,279,
171400,Huntly West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,351,
171500,Huntly East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1173,
171600,Raglan,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,945,
171700,Whitikahu,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,651,
171800,Te Uku,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,648,
171900,Taupiri-Lake Kainui,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,378,
172000,Ngaruawahia North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,183,
172100,Ngaruawahia Central,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,702,
172200,Ngaruawahia South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,132,
172300,Kainui-Gordonton,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,498,
172400,Te Kowhai,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,420,
172500,Whatawhata West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,84,
172600,Horotiu,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,570,
172700,Horsham Downs,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,180,
172800,Whatawhata East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,393,
172900,Rotokauri,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,183,
173000,Hamilton Park,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,798,
173100,Eureka-Tauwhare,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,468,
173200,Tamahere North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,783,
173300,Pukemoremore,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,498,
173400,Tamahere South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,507,
173500,Tahuna-Mangateparu,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,450,
173600,Mangaiti,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,456,
173700,Tatuanui,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,843,
173800,Tahuroa,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,555,
173900,Morrinsville East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,681,
174000,Morrinsville West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1860,
174100,Te Aroha East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,855,
174200,Te Aroha West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,483,
174300,Waihou-Manawaru,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,396,
174400,Waitoa-Ngarua,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1098,
174500,Richmond Downs-Wardville,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,498,
174600,Waharoa-Peria,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,657,
174700,Okauia,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,393,
174800,Hinuera,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,849,
174900,Matamata North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1296,
175000,Matamata South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1737,
175100,Te Poi,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,312,
175200,Te Rapa North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,7206,
175300,Flagstaff North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,303,
175400,Rotokauri-Waiwhakareke,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,99,
175500,Flagstaff South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,291,
175600,Rototuna North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,360,
175700,Pukete West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,195,
175800,Flagstaff East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,462,
175900,Rototuna Central,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,675,
176000,Pukete East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,234,
176100,Te Manatu,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,411,
176200,Rototuna South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,696,
176300,Te Rapa South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,7653,
176400,Saint Andrews West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,252,
176500,Saint Andrews East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,411,
176600,Queenwood (Hamilton City),9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,276,
176700,St James,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,207,
176800,Crawshaw,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,168,
176900,Huntington,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,237,
177000,Western Heights (Hamilton City),9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,222,
177100,Nawton West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,222,
177200,Nawton East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,519,
177300,Chartwell,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,774,
177400,Forest Lake (Hamilton City),9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,285,
177500,Chedworth,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,213,
177600,Beerescourt,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,462,
177700,Miropiko,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,723,
177800,Porritt,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,447,
177900,Dinsdale North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,429,
178000,Maeroa,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,414,
178100,Dinsdale South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,570,
178200,Fairfield (Hamilton City),9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,513,
178300,Whitiora,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,609,
178400,Enderley North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,222,
178500,Fairview Downs,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,306,
178600,Temple View,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,114,
178700,Swarbrick,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,168,
178800,Kahikatea,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,279,
178900,Frankton Junction,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,9237,
179000,Kirikiriroa,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,4173,
179100,Enderley South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,423,
179200,Ruakura,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1599,
179300,Claudelands,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,702,
179400,Hamilton Central,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,9672,
179500,Hamilton Lake,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1410,
179600,Peachgrove,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1299,
179700,Hamilton East Village,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,2514,
179800,Hamilton West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,3861,
179900,Greensboro,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,249,
180000,Hamilton East Cook,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,303,
180100,Melville North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,357,
180200,Hamilton East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,633,
180300,Melville South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,390,
180400,Deanwell,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,300,
180500,Bader,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,147,
180600,Hillcrest West (Hamilton City),9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,525,
180700,Hillcrest East (Hamilton City),9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,486,
180800,Silverdale (Hamilton City),9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,249,
180900,Glenview,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,204,
181000,Resthill,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,378,
181100,Fitzroy,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,207,
181200,Riverlea,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1164,
181300,Peacockes,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,141,
181400,Te Pahu,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,267,
181500,Ngahinapouri,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,363,
181600,Lake Cameron,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1092,
181700,Lake Ngaroto,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,324,
181800,Kaipaki,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,399,
181900,Pirongia,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,207,
182000,Hautapu Rural,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,270,
182100,Pokuru,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,429,
182200,Te Rahu,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,309,
182300,Fencourt,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,201,
182400,Hautapu,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,939,
182500,Karapiro,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,615,
182600,Cambridge North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,348,
182700,Cambridge West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,465,
182800,Cambridge East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,297,
327300,Halswell North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,288,
327400,Addington East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,249,
327500,Avondale (Christchurch City),9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,177,
327600,Spreydon North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1059,
327700,Hoon Hay East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,405,
327800,Avonside,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,315,
327900,Linwood West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,828,
328000,Halswell South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,663,
328100,Sydenham Central,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,7113,
328200,Spreydon South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,330,
328300,Rawhiti,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,309,
328400,Wainoni,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1353,
328500,Linwood North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,516,
328600,Aranui,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,255,
328700,Sydenham West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,750,
328800,Lancaster Park,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,3810,
328900,Phillipstown,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,417,
329000,Kennedys Bush,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,183,
329100,Somerfield East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,540,
329200,Somerfield West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,804,
329300,Linwood East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,642,
329400,Sydenham North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,432,
329500,Hoon Hay South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,165,
329600,Charleston (Christchurch City),9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,264,
329700,Sydenham South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,639,
329800,Bexley,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,216,
329900,Waltham,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,285,
330000,Westmorland,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,333,
330100,Woolston North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,492,
330200,New Brighton,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,768,
330300,Cashmere West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,990,
330400,Bromley South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,207,
330500,Ensors,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,384,
330600,Beckenham,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,468,
330700,Bromley North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,2661,
330800,St Martins,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,534,
330900,Opawa,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,411,
331000,Woolston West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,129,
331100,Woolston East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,546,
331200,Huntsbury,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,273,
331300,Cashmere East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,441,
331400,Hillsborough (Christchurch City),9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,300,
331500,Woolston South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,3564,
331600,Port Hills,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,30,
331700,South New Brighton,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,363,
331800,Brookhaven-Ferrymead,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1566,
331900,Heathcote Valley,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,378,
332000,Mount Pleasant,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,474,
332100,Redcliffs,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,459,
332200,Governors Bay,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,189,
332300,Inlets other Christchurch City,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,0,
332400,Clifton Hill,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,231,
332500,Lyttelton,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1185,
332600,Inlet Port Lyttelton,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,3,
332700,Sumner,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,834,
332800,Teddington,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,75,
332900,Diamond Harbour,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,207,
333000,Inland water Lake Ellesmere/Te Waihora South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,3,
333100,Banks Peninsula South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,270,
333200,Eastern Bays-Banks Peninsula,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,237,
333300,Akaroa Harbour,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,249,
